kfold_file,fold,feature,model_file,l2_rate,dropout,val_acc,test_acc
Dataset_10FoldCV_indexed.csv,1,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold0.h5,0.0008,0.5,0.9789473414421082,0.9738219976425171
Dataset_10FoldCV_indexed.csv,2,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold1.h5,0.0008,0.5,0.9790576100349426,0.9581151604652405
Dataset_10FoldCV_indexed.csv,3,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold2.h5,0.0008,0.5,0.9790576100349426,0.9476439952850342
Dataset_10FoldCV_indexed.csv,4,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold3.h5,0.0008,0.5,0.9581151604652405,0.9738219976425171
Dataset_10FoldCV_indexed.csv,5,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold4.h5,0.0008,0.5,0.9790576100349426,0.9738219976425171
Dataset_10FoldCV_indexed.csv,6,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold5.h5,0.0008,0.5,0.9947643876075745,0.9685863852500916
Dataset_10FoldCV_indexed.csv,7,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold6.h5,0.0008,0.5,0.9895287752151489,0.9581151604652405
Dataset_10FoldCV_indexed.csv,8,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold7.h5,0.0008,0.5,0.963350772857666,0.9631578922271729
Dataset_10FoldCV_indexed.csv,9,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold8.h5,0.0008,0.5,1.0,0.9368420839309692
Dataset_10FoldCV_indexed.csv,10,"shape,vein,texture,fourier",Dataset_10FoldCV_indexed_models/ENCODER-shape_vein_texture_fourier-l2rate0.0008-dropout0.5-fold9.h5,0.0008,0.5,0.9736841917037964,0.942105233669281
